Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-01-29 00:00:00,125.1065902709961,125.1065902709961,124.53865051269531,124.79914093017578,5775104,0.0,0.0
2026-01-29 01:00:00,124.81929779052734,124.99462127685547,124.17841339111328,124.17841339111328,30514688,0.0,0.0
2026-01-29 02:00:00,124.15370178222656,124.4546890258789,123.14691162109375,123.29225158691406,135021568,0.0,0.0
2026-01-29 03:00:00,123.29988861083984,123.4570541381836,122.58840942382812,122.92842102050781,118594048,0.0,0.0
2026-01-29 04:00:00,122.91960906982422,123.28182220458984,122.5099105834961,123.24832153320312,26337792,0.0,0.0
2026-01-29 05:00:00,123.24349212646484,123.55378723144531,123.08157348632812,123.08304595947266,13752320,0.0,0.0
2026-01-29 06:00:00,123.07687377929688,123.48739624023438,123.06100463867188,123.38314819335938,0,0.0,0.0
2026-01-29 07:00:00,123.46307373046875,123.76603698730469,123.46307373046875,123.72930908203125,0,0.0,0.0
2026-01-29 08:00:00,123.68930053710938,123.68930053710938,123.04989624023438,123.06958770751953,7187968,0.0,0.0
2026-01-29 09:00:00,123.0730209350586,123.14892578125,122.90738677978516,122.95463562011719,169721344,0.0,0.0
2026-01-29 10:00:00,122.93425750732422,123.06222534179688,122.84024810791016,123.02742767333984,0,0.0,0.0
2026-01-29 11:00:00,123.02496337890625,123.02496337890625,122.57378387451172,122.68670654296875,0,0.0,0.0
2026-01-29 12:00:00,122.66094207763672,122.93001556396484,122.47959899902344,122.5572280883789,0,0.0,0.0
2026-01-29 13:00:00,122.57886505126953,122.89697265625,122.55421447753906,122.58942413330078,0,0.0,0.0
2026-01-29 14:00:00,122.60240173339844,122.85063171386719,120.68008422851562,120.68008422851562,85413888,0.0,0.0
2026-01-29 15:00:00,120.66022491455078,120.66022491455078,116.5293197631836,117.55960845947266,743435520,0.0,0.0
2026-01-29 16:00:00,117.56704711914062,118.31546020507812,116.84246826171875,118.31546020507812,358711808,0.0,0.0
2026-01-29 17:00:00,118.40045166015625,119.69988250732422,117.81331634521484,117.81331634521484,246822400,0.0,0.0
2026-01-29 18:00:00,117.81905364990234,117.92137145996094,115.72117614746094,115.72117614746094,389212160,0.0,0.0
2026-01-29 19:00:00,115.6981201171875,116.77295684814453,115.41664123535156,116.76905059814453,191331328,0.0,0.0
2026-01-29 20:00:00,116.75194549560547,117.08811950683594,116.46343231201172,116.89676666259766,81032192,0.0,0.0
2026-01-29 21:00:00,116.89048767089844,117.36764526367188,116.89048767089844,117.26143646240234,63133184,0.0,0.0
2026-01-29 22:00:00,117.25390625,117.5802993774414,117.25390625,117.5802993774414,39342592,0.0,0.0
2026-01-29 23:00:00,117.56236267089844,117.65676879882812,117.22804260253906,117.60311889648438,58453504,0.0,0.0
2026-01-30 00:00:00,117.61257934570312,117.86113739013672,117.46666717529297,117.58580780029297,17152512,0.0,0.0
2026-01-30 01:00:00,117.5667495727539,117.5667495727539,113.68367004394531,114.95484161376953,576458752,0.0,0.0
